player_name,year,hand,rel_height,rel_side,extension,total_pitches,haa_2-Seam/Sinker,haa_4-Seam,haa_Changeup,haa_Curveball,haa_Cutter,haa_Knuckleball,haa_Slider,haa_Splitter,haa_Sweeper,hb_2-Seam/Sinker,hb_4-Seam,hb_Changeup,hb_Curveball,hb_Cutter,hb_Knuckleball,hb_Slider,hb_Splitter,hb_Sweeper,ivb_2-Seam/Sinker,ivb_4-Seam,ivb_Changeup,ivb_Curveball,ivb_Cutter,ivb_Knuckleball,ivb_Slider,ivb_Splitter,ivb_Sweeper,n_2-Seam/Sinker,n_4-Seam,n_Changeup,n_Curveball,n_Cutter,n_Knuckleball,n_Slider,n_Splitter,n_Sweeper,pct_2-Seam/Sinker,pct_4-Seam,pct_Changeup,pct_Curveball,pct_Cutter,pct_Knuckleball,pct_Slider,pct_Splitter,pct_Sweeper,vaa_2-Seam/Sinker,vaa_4-Seam,vaa_Changeup,vaa_Curveball,vaa_Cutter,vaa_Knuckleball,vaa_Slider,vaa_Splitter,vaa_Sweeper,velo_2-Seam/Sinker,velo_4-Seam,velo_Changeup,velo_Curveball,velo_Cutter,velo_Knuckleball,velo_Slider,velo_Splitter,velo_Sweeper
"Rodriguez, Eduardo",2022,L,5.779,1.796,6.156,1676,0.444,1.35,-0.487,,2.574,,2.732,,,-13.785,-6.843,-16.588,,1.252,,3.262,,,10.313,14.557,6.714,,9.453,,0.902,,,326.0,606.0,268.0,,400.0,,76.0,,,0.195,0.362,0.16,,0.239,,0.045,,,6.078,5.22,7.516,,6.266,,8.281,,,91.79,91.85,85.676,,88.748,,82.267,,
"Rodríguez, Dereck",2022,R,6.309,-1.068,6.442,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rodríguez, Elvin",2022,R,6.08,-2.182,6.547,580,,-1.343,0.015,,,,-2.914,,,,-8.894,-14.99,,,,2.953,,,,18.363,10.904,,,,-0.506,,,,300.0,74.0,,,,132.0,,,,0.517,0.128,,,,0.228,,,,4.942,6.81,,,,8.75,,,,93.237,86.593,,,,82.586,,
"Rodríguez, Joely",2022,L,5.446,3.848,6.284,873,2.14,3.48,2.761,,,,5.605,,,-17.294,-12.136,-11.271,,,,5.296,,,6.465,11.729,0.598,,,,-1.057,,,428.0,54.0,338.0,,,,53.0,,,0.49,0.062,0.387,,,,0.061,,,5.791,4.895,7.684,,,,8.191,,,92.685,92.761,87.736,,,,83.736,,
"Rodríguez, Manuel",2022,R,5.882,-0.974,6.244,203,0.954,,,,,,-1.621,,,-13.353,,,,,,2.709,,,9.616,,,,,,-4.565,,,98.0,,,,,,70.0,,,0.483,,,,,,0.345,,,5.615,,,,,,8.238,,,95.913,,,,,,87.203,,
"Rodón, Carlos",2022,L,6.514,1.971,6.197,2985,,1.198,0.76,2.549,,,3.55,,,,-5.97,-13.737,6.444,,,8.099,,,,18.086,10.973,-12.308,,,-1.121,,,,1817.0,59.0,171.0,,,929.0,,,,0.609,0.02,0.057,,,0.311,,,,4.99,7.634,10.461,,,8.781,,,,95.546,84.637,79.789,,,85.387,,
"Rogers, Josh",2022,L,5.924,2.786,6.223,477,0.862,2.012,1.371,,,,4.025,,4.981,-16.755,-11.447,-14.153,,,,4.429,,13.603,10.253,15.569,7.569,,,,1.213,,2.042,66.0,203.0,51.0,,,,95.0,,62.0,0.138,0.426,0.107,,,,0.199,,0.13,6.099,5.357,7.592,,,,7.987,,7.923,89.903,90.48,84.722,,,,81.652,,79.821
"Rogers, Taylor",2022,L,5.531,1.729,5.67,1140,0.189,,,,,,,,3.748,-17.028,,,,,,,,14.089,7.655,,,,,,,,1.536,482.0,,,,,,,,656.0,0.423,,,,,,,,0.575,5.555,,,,,,,,7.794,94.25,,,,,,,,80.843
"Rogers, Trevor",2022,L,5.664,2.431,6.693,2134,,1.547,1.094,,,,3.948,,,,-12.559,-14.473,,,,7.723,,,,14.133,1.696,,,,6.275,,,,1140.0,615.0,,,,374.0,,,,0.534,0.288,,,,0.175,,,,5.079,7.808,,,,7.859,,,,94.464,85.536,,,,80.49,,
"Rogers, Tyler",2022,R,1.205,-4.135,5.957,1166,-4.092,,,,,,-6.119,,,-1.522,,,,,,13.899,,,-13.096,,,,,,14.228,,,596.0,,,,,,537.0,,,0.511,,,,,,0.461,,,4.183,,,,,,2.567,,,83.238,,,,,,72.144,,
"Romano, Jordan",2022,R,5.99,-1.896,7.314,1057,,-1.359,,,,,-2.679,,,,-5.354,,,,,4.273,,,,18.043,,,,,-1.002,,,,508.0,,,,,548.0,,,,0.481,,,,,0.518,,,,4.607,,,,,7.824,,,,96.865,,,,,87.289,,
"Romero, Jhon",2022,R,5.947,-2.27,5.917,121,,-2.134,,,,,,,,,-5.586,,,,,,,,,17.051,,,,,,,,,67.0,,,,,,,,,0.554,,,,,,,,,5.164,,,,,,,,,94.119,,,,,,,
"Romero, JoJo",2022,L,5.677,1.368,5.39,271,-0.469,0.81,-0.616,,,,3.615,,,-17.114,-9.604,-15.11,,,,11.559,,,7.214,14.272,5.487,,,,-0.47,,,70.0,59.0,80.0,,,,58.0,,,0.258,0.218,0.295,,,,0.214,,,6.075,4.765,7.38,,,,8.588,,,95.194,95.471,86.51,,,,84.028,,
"Romero, Tommy",2022,R,6.172,-0.582,6.761,191,,-0.421,,,,,,,,,-1.041,,,,,,,,,20.528,,,,,,,,,107.0,,,,,,,,,0.56,,,,,,,,,4.809,,,,,,,,,90.249,,,,,,,
"Romo, Sergio",2022,R,5.009,-2.933,6.398,335,-1.236,,,,,,-5.278,,,-18.549,,,,,,13.498,,,4.879,,,,,,8.58,,,111.0,,,,,,169.0,,,0.331,,,,,,0.504,,,6.555,,,,,,6.836,,,85.345,,,,,,77.012,,
"Rosenberg, Kenny",2022,L,5.873,1.119,5.748,193,,0.691,0.195,,,,,,,,-10.101,-11.586,,,,,,,,17.2,10.47,,,,,,,,87.0,65.0,,,,,,,,0.451,0.337,,,,,,,,5.001,6.865,,,,,,,,90.759,81.049,,,,,,
"Rucker, Michael",2022,R,5.578,-1.961,6.135,892,,-1.509,-0.167,-3.809,,,-3.18,,,,-7.451,-14.585,15.444,,,3.831,,,,16.062,4.255,-9.541,,,-1.285,,,,390.0,77.0,157.0,,,227.0,,,,0.437,0.086,0.176,,,0.254,,,,4.526,6.955,9.169,,,7.867,,,,94.697,89.979,80.607,,,86.082,,
"Ruiz, José",2022,R,6.205,-1.561,5.895,1135,,-0.91,-0.172,-2.786,,,,,,,-7.086,-15.336,2.035,,,,,,,17.126,8.162,-5.282,,,,,,,537.0,260.0,334.0,,,,,,,0.473,0.229,0.294,,,,,,,4.638,7.383,8.863,,,,,,,96.864,89.793,86.292,,,,,
"Ruiz, Norge",2022,R,5.873,-1.623,6.172,366,,-1.399,-1.221,,,,-2.474,,,,-1.927,-7.573,,,,6.332,,,,11.384,5.882,,,,1.97,,,,161.0,66.0,,,,139.0,,,,0.44,0.18,,,,0.38,,,,6.039,6.564,,,,7.99,,,,93.107,85.388,,,,86.681,,
"Ryan, Joe",2022,R,5.039,-2.428,6.288,2463,,-1.63,-0.771,-3.589,,,-3.517,,-4.477,,-10.738,-17.488,10.776,,,3.214,,10.041,,14.842,9.166,-7.522,,,2.963,,2.965,,1480.0,297.0,180.0,,,445.0,,61.0,,0.601,0.121,0.073,,,0.181,,0.025,,3.976,6.454,8.877,,,7.042,,7.089,,92.055,84.623,74.849,,,82.194,,80.344
"Ryu, Hyun Jin",2022,L,5.932,2.103,6.546,436,,1.118,0.34,3.657,2.297,,,,,,-12.352,-14.147,12.829,-2.075,,,,,,13.421,6.774,-14.023,10.163,,,,,,173.0,98.0,91.0,59.0,,,,,,0.397,0.225,0.209,0.135,,,,,,5.488,7.708,11.073,5.957,,,,,,89.217,79.645,71.889,85.881,,,,
"Sale, Chris",2022,L,5.293,3.121,6.491,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sampson, Adrian",2022,R,5.745,-2.785,6.385,1694,-1.149,-2.065,-0.747,,-3.843,,-4.356,,,-14.189,-10.122,-15.884,,3.296,,10.367,,,11.265,14.779,6.098,,0.427,,-1.989,,,581.0,528.0,227.0,,90.0,,268.0,,,0.343,0.312,0.134,,0.053,,0.158,,,5.82,4.673,7.306,,8.279,,8.347,,,91.928,92.506,85.082,,84.903,,83.099,,
"Sanchez, Aaron",2022,R,5.708,-1.713,6.802,1006,0.072,-0.656,0.026,-3.826,,,,,,-16.416,-11.475,-15.761,12.812,,,,,,9.62,13.762,6.154,-10.647,,,,,,405.0,207.0,108.0,286.0,,,,,,0.403,0.206,0.107,0.284,,,,,,5.794,4.753,7.104,9.78,,,,,,92.134,92.366,87.787,79.079,,,,,
"Sanders, Phoenix",2022,R,6.305,-1.325,5.981,215,,-0.845,,,,,-2.335,,,,-5.354,,,,,4.429,,,,19.464,,,,,3.92,,,,55.0,,,,,111.0,,,,0.256,,,,,0.516,,,,5.467,,,,,7.986,,,,89.282,,,,,81.957,,
"Sandlin, Nick",2022,R,4.339,-3.301,6.554,774,-1.668,-2.509,,,,,-5.308,-1.983,,-15.8,-11.234,,,,,12.692,-11.748,,3.16,11.245,,,,,6.269,-1.202,,217.0,152.0,,,,,345.0,60.0,,0.28,0.196,,,,,0.446,0.078,,5.283,3.701,,,,,5.775,6.179,,93.564,93.553,,,,,78.897,88.268,
"Sandoval, Patrick",2022,L,6.181,1.363,6.035,2456,-0.359,1.245,-0.352,2.19,,,2.622,,,-13.629,-3.967,-14.28,7.604,,,6.625,,,12.498,16.595,8.553,-11.856,,,1.079,,,351.0,558.0,604.0,227.0,,,714.0,,,0.143,0.227,0.246,0.092,,,0.291,,,6.107,5.158,7.435,9.759,,,8.019,,,93.429,93.061,83.703,78.561,,,86.273,,
"Sands, Cole",2022,R,5.443,-2.038,5.314,633,,-1.024,,-4.55,,,,-0.633,,,-8.728,,17.957,,,,-12.362,,,12.483,,-4.22,,,,-1.066,,,306.0,,146.0,,,,103.0,,,0.483,,0.231,,,,0.163,,,4.592,,8.781,,,,7.809,,,91.731,,78.736,,,,84.836,
"Sanmartin, Reiver",2022,L,5.261,3.434,6.312,1031,1.559,2.361,1.564,,,,4.943,,,-17.547,-13.744,-16.832,,,,5.741,,,4.547,11.85,-0.814,,,,1.779,,,224.0,201.0,331.0,,,,275.0,,,0.217,0.195,0.321,,,,0.267,,,6.168,4.879,7.772,,,,7.681,,,90.413,90.926,85.166,,,,81.984,,
"Santana, Dennis",2022,R,5.74,-2.352,5.989,1008,-0.327,-0.729,-0.204,,,,-3.227,,,-17.563,-12.945,-17.22,,,,1.727,,,8.881,15.033,8.311,,,,-2.351,,,392.0,73.0,133.0,,,,410.0,,,0.389,0.072,0.132,,,,0.407,,,5.874,4.623,6.699,,,,8.127,,,96.683,97.618,89.913,,,,85.739,,
"Santillan, Tony",2022,R,5.499,-2.4,5.99,408,,-1.493,,,,,-3.914,,,,-11.056,,,,,7.902,,,,13.963,,,,,1.132,,,,202.0,,,,,128.0,,,,0.612,,,,,0.388,,,,4.451,,,,,7.59,,,,96.153,,,,,86.659,,
"Saucedo, Tayler",2022,L,5.615,2.537,6.522,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sawamura, Hirokazu",2022,R,5.672,-1.562,6.298,874,,-0.506,,,,,-2.494,-0.272,,,-8.68,,,,,6.99,-8.689,,,15.746,,,,,4.985,3.254,,,431.0,,,,,123.0,320.0,,,0.493,,,,,0.141,0.366,,,4.94,,,,,6.996,7.209,,,95.9,,,,,85.753,92.056,
"Sborz, Josh",2022,R,6.287,-0.925,5.971,419,,-0.311,,-2.728,,,-2.126,,,,-6.156,,12.015,,,-0.023,,,,18.773,,-11.658,,,0.683,,,,217.0,,99.0,,,103.0,,,,0.518,,0.236,,,0.246,,,,4.868,,9.535,,,8.502,,,,96.954,,85.426,,,87.683,,
"Scherzer, Max",2022,R,5.581,-3.268,6.194,2409,,-2.397,-1.745,-4.813,-4.356,,-4.545,,,,-10.98,-14.995,16.559,0.307,,3.22,,,,16.235,3.882,-9.173,8.403,,3.351,,,,1094.0,303.0,224.0,218.0,,570.0,,,,0.454,0.126,0.093,0.09,,0.237,,,,4.723,7.578,9.568,5.999,,7.393,,,,93.996,84.008,74.942,89.231,,84.944,,
"Schmidt, Clarke",2022,R,5.593,-1.285,5.983,1116,0.517,-0.499,,-2.969,,,,,-2.933,-14.017,-4.702,,15.225,,,,,8.928,7.117,13.772,,-9.119,,,,,3.428,276.0,165.0,,204.0,,,,,424.0,0.247,0.148,,0.183,,,,,0.38,6.073,4.858,,9.226,,,,,6.868,94.91,94.777,,83.653,,,,,86.246
"Schreiber, John",2022,R,4.007,-2.926,6.553,1020,-1.378,-2.252,-1.771,,,,,,-5.275,-15.569,-10.312,-15.628,,,,,,12.992,-2.793,9.042,-2.518,,,,,,4.007,257.0,302.0,76.0,,,,,,385.0,0.252,0.296,0.075,,,,,,0.377,5.464,3.529,6.457,,,,,,5.647,93.361,94.439,88.511,,,,,,82.108
"Scott, Tanner",2022,L,5.297,2.52,6.239,1295,,2.465,,,,,3.846,,,,-5.236,,,,,5.239,,,,16.639,,,,,-0.834,,,,495.0,,,,,800.0,,,,0.382,,,,,0.618,,,,4.281,,,,,7.079,,,,96.816,,,,,89.168,,
"Scott, Tayler",2022,R,5.105,-1.368,5.658,255,-0.002,,,,,,,,-3.358,-16.085,,,,,,,,11.434,8.687,,,,,,,,-2.561,66.0,,,,,,,,144.0,0.259,,,,,,,,0.565,5.156,,,,,,,,7.38,93.553,,,,,,,,83.87
"Seabold, Connor",2022,R,5.482,-2.738,5.964,370,,-1.517,-1.278,,,,-3.752,,,,-11.725,-15.614,,,,2.065,,,,15.749,1.794,,,,5.29,,,,197.0,76.0,,,,82.0,,,,0.532,0.205,,,,0.222,,,,4.479,7.563,,,,6.621,,,,92.138,80.443,,,,85.618,,
"Sears, JP",2022,L,4.925,1.291,6.405,1210,,0.368,-0.577,2.798,,,,,,,-12.012,-17.959,7.106,,,,,,,13.71,3.683,-3.751,,,,,,,693.0,210.0,305.0,,,,,,,0.573,0.174,0.252,,,,,,,4.242,6.272,7.533,,,,,,,93.348,82.936,79.49,,,,,
"Selman, Sam",2022,L,5.758,1.327,6.456,295,,1.368,,,,,3.108,,,,-3.325,,,,,12.135,,,,13.651,,,,,3.527,,,,155.0,,,,,139.0,,,,0.525,,,,,0.471,,,,5.303,,,,,7.918,,,,89.357,,,,,79.281,,
"Senzatela, Antonio",2022,R,6.11,-2.215,6.022,1583,-0.331,-2.124,-0.941,-2.472,,,-3.206,,,-11.173,-3.403,-7.868,5.963,,,4.84,,,11.946,11.013,8.057,-6.324,,,2.403,,,89.0,850.0,115.0,101.0,,,428.0,,,0.056,0.537,0.073,0.064,,,0.27,,,6.306,5.614,6.956,9.862,,,7.918,,,92.6,94.265,86.823,78.238,,,86.14,,
"Severino, Anderson",2022,L,5.681,1.506,6.108,133,,0.49,,,,,,,,,-8.065,,,,,,,,,15.625,,,,,,,,,86.0,,,,,,,,,0.647,,,,,,,,,4.741,,,,,,,,,96.094,,,,,,,
"Severino, Luis",2022,R,6.007,-1.568,6.255,1954,,-0.994,-0.077,,-3.077,,-3.353,,,,-7.704,-13.637,,4.894,,10.244,,,,17.347,9.441,,4.634,,-2.752,,,,971.0,416.0,,141.0,,412.0,,,,0.497,0.213,,0.072,,0.211,,,,4.84,6.975,,7.667,,8.515,,,,96.426,88.764,,90.45,,85.26,,
"Sewald, Paul",2022,R,4.493,-3.703,6.507,1072,,-2.679,,,,,,,-5.423,,-11.763,,,,,,,12.162,,13.644,,,,,,,8.621,,550.0,,,,,,,516.0,,0.513,,,,,,,0.481,,3.493,,,,,,,6.092,,92.483,,,,,,,82.801
"Shaw, Bryan",2022,R,6.104,-2.804,5.832,979,-2.103,,,-3.444,-3.502,,,,-4.719,-9.369,,,6.799,4.552,,,,10.395,8.823,,,-12.695,8.589,,,,-0.656,53.0,,,82.0,732.0,,,,51.0,0.054,,,0.084,0.748,,,,0.052,6.447,,,9.924,6.052,,,,8.506,92.974,,,82.635,92.879,,,,83.996
"Sheffield, Justus",2022,L,5.568,1.289,5.911,179,-0.019,,,,,,3.197,,,-14.905,,,,,,12.278,,,8.444,,,,,,-0.808,,,63.0,,,,,,63.0,,,0.352,,,,,,0.352,,,6.024,,,,,,8.214,,,91.71,,,,,,81.614,,
"Shreve, Chasen",2022,L,5.671,2.029,6.441,523,,1.029,,,,,2.872,0.884,,,-10.706,,,,,6.016,-11.253,,,17.846,,,,,-5.235,4.065,,,235.0,,,,,96.0,192.0,,,0.449,,,,,0.184,0.367,,,4.919,,,,,8.861,8.389,,,90.621,,,,,80.993,83.011,
"Silseth, Chase",2022,R,5.932,-1.737,5.909,501,,-1.081,,,,,-3.157,-0.357,,,-7.329,,,,,7.134,-11.017,,,16.065,,,,,-6.313,5.362,,,201.0,,,,,112.0,137.0,,,0.401,,,,,0.224,0.273,,,4.806,,,,,8.733,7.73,,,95.366,,,,,83.545,86.346,
"Sims, Lucas",2022,R,5.435,-1.446,5.548,129,,-1.087,,,,,,,,,-9.423,,,,,,,,,18.417,,,,,,,,,55.0,,,,,,,,,0.426,,,,,,,,,4.334,,,,,,,,,93.525,,,,,,,
"Singer, Brady",2022,R,5.4,-1.51,6.659,2376,-0.204,,0.027,,,,-2.707,,,-14.851,,-14.478,,,,3.567,,,10.428,,12.003,,,,0.467,,,1278.0,,182.0,,,,903.0,,,0.538,,0.077,,,,0.38,,,5.121,,6.036,,,,7.59,,,93.751,,86.857,,,,85.498,,
"Skubal, Tarik",2022,L,6.228,2.287,6.224,2141,0.981,1.515,0.578,3.147,,,3.034,,,-15.103,-8.148,-13.404,6.597,,,1.254,,,11.204,15.996,7.047,-9.033,,,7.867,,,420.0,618.0,326.0,142.0,,,635.0,,,0.196,0.289,0.152,0.066,,,0.297,,,5.853,4.94,7.974,10.42,,,6.797,,,94.773,94.145,83.554,76.911,,,89.172,,
"Small, Ethan",2022,L,6.467,1.51,6.787,132,,1.357,0.555,,,,,,,,-2.616,-11.459,,,,,,,,18.591,11.495,,,,,,,,70.0,57.0,,,,,,,,0.53,0.432,,,,,,,,5.306,8.015,,,,,,,,90.951,78.723,,,,,,
"Smeltzer, Devin",2022,L,5.887,2.182,5.846,1199,,1.016,0.437,3.756,3.435,,,,5.274,,-10.963,-13.415,11.514,2.495,,,,15.747,,16.132,2.802,-10.485,8.608,,,,1.365,,475.0,312.0,212.0,121.0,,,,75.0,,0.396,0.26,0.177,0.101,,,,0.063,,5.177,7.79,9.897,6.618,,,,8.001,,89.473,82.22,75.24,84.675,,,,77.039
"Smith, Caleb",2022,L,6.282,1.489,5.7,1308,,0.583,0.029,,,,2.293,,,,-10.767,-13.497,,,,3.229,,,,18.807,15.365,,,,8.082,,,,585.0,292.0,,,,386.0,,,,0.447,0.223,,,,0.295,,,,4.986,6.669,,,,7.23,,,,91.874,83.578,,,,85.381,,
"Smith, Chad",2022,R,5.264,-1.881,5.964,354,-0.401,,,,,,-2.833,,,-15.473,,,,,,2.272,,,6.554,,,,,,1.508,,,237.0,,,,,,110.0,,,0.669,,,,,,0.311,,,5.629,,,,,,7.434,,,95.67,,,,,,85.224,,
"Smith, Drew",2022,R,5.67,-2.066,5.914,814,,-1.635,,-3.446,,,-3.599,,,,-6.986,,15.181,,,7.704,,,,18.572,,-10.433,,,-0.52,,,,430.0,,51.0,,,288.0,,,,0.528,,0.063,,,0.354,,,,4.011,,9.38,,,7.809,,,,95.725,,77.661,,,85.374,,
"Smith, Joe",2022,R,3.137,-2.567,6.538,487,-1.143,-1.117,,,,,-4.808,,,-14.25,-17.216,,,,,13.78,,,-8.869,4.987,,,,,9.042,,,203.0,154.0,,,,,130.0,,,0.417,0.316,,,,,0.267,,,5.633,3.753,,,,,4.748,,,83.546,85.911,,,,,76.852,,
"Smith, Will",2022,L,6.54,1.538,6.154,985,,0.605,,2.624,,,3.148,,,,-8.584,,8.86,,,4.81,,,,17.021,,-8.051,,,2.526,,,,406.0,,90.0,,,475.0,,,,0.412,,0.091,,,0.482,,,,5.834,,10.546,,,9.099,,,,92.128,,76.906,,,81.677,,
"Smyly, Drew",2022,L,6.421,2.041,5.779,1723,1.269,,,1.903,2.407,,,,,-8.009,,,-2.646,-3.577,,,,,17.144,,,-0.072,11.186,,,,,634.0,,,740.0,340.0,,,,,0.368,,,0.429,0.197,,,,,5.177,,,9.407,6.925,,,,,92.583,,,78.712,88.61,,,,
"Snead, Kirby",2022,L,5.299,2.579,6.178,780,0.639,1.481,0.319,,,,3.869,,,-18.668,-14.538,-18.6,,,,9.201,,,6.291,12.652,-0.022,,,,-0.725,,,322.0,111.0,55.0,,,,292.0,,,0.413,0.142,0.071,,,,0.374,,,5.931,4.862,7.333,,,,7.704,,,93.308,93.541,87.631,,,,82.049,,
"Snell, Blake",2022,L,6.577,2.091,6.743,2661,,1.599,0.114,3.597,,,3.328,,,,-5.344,-13.754,12.183,,,3.972,,,,18.851,10.213,-9.256,,,4.902,,,,1499.0,132.0,413.0,,,617.0,,,,0.563,0.05,0.155,,,0.232,,,,5.241,7.584,10.711,,,8.334,,,,95.872,87.166,81.476,,,88.9,,
"Snider, Collin",2022,R,5.018,-2.347,6.05,583,-0.812,,,,,,-3.59,,,-14.602,,,,,,6.522,,,3.197,,,,,,-1.831,,,284.0,,,,,,288.0,,,0.487,,,,,,0.494,,,5.575,,,,,,7.441,,,95.996,,,,,,86.322,,
"Solomon, Jared",2022,R,5.804,-2.278,5.946,157,,-1.173,,,,,-2.947,,,,-12.94,,,,,3.854,,,,13.884,,,,,2.45,,,,73.0,,,,,79.0,,,,0.465,,,,,0.503,,,,4.954,,,,,7.342,,,,95.564,,,,,86.224,,
"Soto, Gregory",2022,L,5.496,2.215,6.685,1178,0.805,1.282,,,,,2.628,,,-16.619,-11.163,,,,,1.145,,,9.941,13.68,,,,,6.149,,,554.0,351.0,,,,,258.0,,,0.47,0.298,,,,,0.219,,,5.303,4.901,,,,,6.86,,,98.119,98.657,,,,,89.304,,
"Sousa, Bennett",2022,L,6.239,1.507,6.267,378,,0.995,,,,,2.143,,,,-6.836,,,,,0.983,,,,15.763,,,,,3.436,,,,160.0,,,,,217.0,,,,0.423,,,,,0.574,,,,5.114,,,,,7.819,,,,94.023,,,,,87.312,,
"Speier, Gabe",2022,L,5.507,1.944,5.987,298,-0.056,1.332,,,,,2.817,,,-16.695,-10.574,,,,,4.579,,,6.299,13.841,,,,,-2.636,,,90.0,76.0,,,,,122.0,,,0.302,0.255,,,,,0.409,,,5.727,4.478,,,,,8.365,,,93.691,93.605,,,,,81.909,,
"Springs, Jeffrey",2022,L,6.068,2.314,6.45,2165,,1.266,0.416,,,,3.391,,,,-11.382,-13.662,,,,4.466,,,,17.727,7.562,,,,5.003,,,,875.0,749.0,,,,538.0,,,,0.404,0.346,,,,0.248,,,,4.611,8.133,,,,7.285,,,,91.419,81.155,,,,85.341,,
"Stammen, Craig",2022,R,5.654,-2.466,6.78,701,-1.114,,,-3.328,-3.429,,-4.431,,,-14.306,,,8.02,1.434,,10.88,,,10.316,,,-10.113,7.859,,-2.087,,,357.0,,,59.0,155.0,,86.0,,,0.509,,,0.084,0.221,,0.123,,,6.025,,,9.993,6.789,,8.988,,,91.412,,,79.636,87.821,,81.495,,
"Stanek, Ryne",2022,R,6.413,-0.519,6.014,944,,0.322,,,,,-1.66,0.723,,,-10.126,,,,,2.274,-12.252,,,17.769,,,,,-2.018,3.919,,,557.0,,,,,172.0,215.0,,,0.59,,,,,0.182,0.228,,,4.888,,,,,8.205,8.215,,,98.318,,,,,87.074,88.582,
"Stashak, Cody",2022,R,5.943,-0.939,5.909,227,,-0.889,,,,,-1.918,,,,-4.6,,,,,6.539,,,,20.834,,,,,6.784,,,,111.0,,,,,112.0,,,,0.489,,,,,0.493,,,,4.701,,,,,7.513,,,,90.586,,,,,81.994,,
"Staumont, Josh",2022,R,6.348,-0.716,6.608,731,-0.152,-0.568,,-2.077,,,,,,-8.424,-2.741,,9.226,,,,,,16.69,18.104,,-11.652,,,,,,112.0,364.0,,254.0,,,,,,0.153,0.498,,0.347,,,,,,5.18,5.018,,9.936,,,,,,97.026,96.143,,82.185,,,,,
"Steckenrider, Drew",2022,R,6.313,-1.016,6.027,286,,0.037,0.662,,,,,,,,-8.19,-12.181,,,,,,,,19.429,12.084,,,,,,,,186.0,67.0,,,,,,,,0.65,0.234,,,,,,,,4.831,7.084,,,,,,,,94.059,86.997,,,,,,
"Steele, Justin",2022,L,6.101,1.861,6.258,2032,0.733,2.214,,2.471,,,3.522,,,-8.801,1.573,,11.905,,,14.05,,,12.204,12.593,,-8.212,,,-2.61,,,163.0,1142.0,,53.0,,,632.0,,,0.08,0.562,,0.026,,,0.311,,,5.864,5.463,,9.555,,,8.839,,,91.578,92.196,,78.355,,,82.046,,
"Stephan, Trevor",2022,R,5.784,-1.848,6.575,1136,,-0.837,,,,,-3.279,-0.433,,,-10.884,,,,,9.616,-12.039,,,14.582,,,,,2.424,4.481,,,536.0,,,,,290.0,309.0,,,0.472,,,,,0.256,0.272,,,4.548,,,,,7.47,7.663,,,96.549,,,,,85.85,88.088,
"Stephens, Jackson",2022,R,6.115,-0.99,5.701,971,0.831,-0.313,-0.19,-3.162,,,,,,-14.899,-6.051,-8.172,15.949,,,,,,9.461,14.507,1.576,-10.864,,,,,,217.0,348.0,92.0,281.0,,,,,,0.223,0.358,0.095,0.289,,,,,,6.092,5.017,7.459,9.927,,,,,,94.053,94.159,85.891,76.785,,,,,
"Stephenson, Robert",2022,R,5.89,-1.16,6.086,955,,0.014,,,,,-2.142,,,,-11.384,,,,,5.22,,,,15.16,,,,,-2.741,,,,460.0,,,,,468.0,,,,0.482,,,,,0.49,,,,4.67,,,,,8.357,,,,96.817,,,,,83.903,,
"Stout, Eric",2022,L,5.552,2.898,5.796,450,,2.052,0.511,,,,,,5.247,,-9.3,-15.927,,,,,,17.313,,15.167,2.906,,,,,,4.824,,157.0,55.0,,,,,,213.0,,0.349,0.122,,,,,,0.473,,4.688,7.241,,,,,,7.333,,92.053,87.436,,,,,,80.073
"Strahm, Matt",2022,L,5.383,2.398,6.265,764,1.231,1.306,0.498,3.455,3.245,,,,,-17.352,-13.524,-18.364,6.268,2.35,,,,,11.6,15.883,7.5,-0.802,6.876,,,,,115.0,293.0,66.0,121.0,159.0,,,,,0.151,0.384,0.086,0.158,0.208,,,,,4.898,4.241,6.6,7.918,5.788,,,,,93.735,94.201,88.189,82.753,88.679,,,,
"Stratton, Chris",2022,R,5.896,-1.696,6.554,1169,,-1.519,0.159,-3.384,,,-3.121,,,,-3.556,-11.541,15.982,,,6.703,,,,14.636,3.633,-8.132,,,1.094,,,,504.0,80.0,341.0,,,222.0,,,,0.431,0.068,0.292,,,0.19,,,,5.025,7.326,9.506,,,7.912,,,,92.703,86.742,80.665,,,86.538,,
"Strickland, Hunter",2022,R,5.83,-3.057,6.021,1095,-1.576,-2.576,,,,,-4.588,,,-13.061,-5.182,,,,,8.493,,,9.653,13.486,,,,,-1.246,,,63.0,565.0,,,,,426.0,,,0.058,0.516,,,,,0.389,,,6.082,4.973,,,,,8.383,,,94.057,95.035,,,,,84.781,,
"Strider, Spencer",2022,R,5.685,-2.091,6.916,2412,,-1.704,-0.385,,,,-3.476,,,,-5.197,-14.776,,,,5.171,,,,17.73,9.644,,,,0.958,,,,1619.0,111.0,,,,682.0,,,,0.671,0.046,,,,0.283,,,,4.347,6.277,,,,7.828,,,,98.166,88.845,,,,86.242,,
